Linux 3.8.0-19-generic (ip-10-58-125-169) 	06/06/2013 	_x86_64_	(1 CPU)

08:44:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
08:54:57 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:54:58 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:54:59 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:00 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:01 PM  all    0.00    0.00    0.81    0.00    0.00    0.00    9.76    0.00   89.43
08:55:02 PM  all    0.00    0.00    0.00    0.00    0.00    0.00   38.12    0.00   61.88
08:55:03 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:04 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:05 PM  all    0.00    0.00    0.00    3.00    0.00    0.00    0.00    0.00   97.00
08:55:06 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:07 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:08 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:09 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:10 PM  all    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   99.00
08:55:11 PM  all    0.00    0.00    0.00    0.00    0.00    0.00   16.67    0.00   83.33
08:55:12 PM  all    0.00    0.00    0.00    0.00    0.00    0.00   19.25    0.00   80.75
08:55:13 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:14 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:15 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:16 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:17 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:18 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:19 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:20 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:21 PM  all    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   99.00
08:55:22 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:23 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:24 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:     all   19.83    0.00    0.07    0.01    0.00    0.00   74.92    0.00    5.17
