Linux 3.8.0-19-generic (ip-10-34-167-107) 	06/07/2013 	_x86_64_	(1 CPU)

07:48:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
07:58:09 AM  all   15.13    0.00    0.00    0.00    0.00    0.00   84.87    0.00    0.00
07:58:10 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:11 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:12 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:13 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:14 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:15 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:16 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:17 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:18 AM  all   11.47    0.00    0.00    0.00    0.00    0.00   88.53    0.00    0.00
07:58:19 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:20 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:21 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:22 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:23 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:24 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:25 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:26 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:27 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:28 AM  all   10.12    0.00    0.18    0.00    0.00    0.00   89.70    0.00    0.00
07:58:30 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:31 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:32 AM  all   26.58    0.00    0.00    0.00    0.00    0.00   73.42    0.00    0.00
07:58:33 AM  all   98.28    0.00    1.72    0.00    0.00    0.00    0.00    0.00    0.00
07:58:34 AM  all   34.97    0.00    0.00    0.00    0.00    0.00   64.42    0.00    0.61
07:58:35 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:58:36 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:58:37 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:58:38 AM  all    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   99.00
Average:     all   53.29    0.00    0.07    0.00    0.00    0.00   46.00    0.00    0.64
